age,annual_income,loan_amount,credit_score,employment_years,credit_card_count,late_payment_count,debt_income_ratio,savings_balance,property_value,dependents_count,city_tier,loan_status
29,26588,8306,637,23,6,6,0.36,2868,321602,0,2,1
37,110536,38665,703,23,7,10,0.17,51665,118481,0,2,1
22,26304,14277,675,5,2,9,0.55,42862,124888,2,2,1
54,27345,47239,858,1,1,9,0.48,20728,126022,5,1,0
55,49300,19683,406,7,1,7,0.18,94565,222472,5,2,1
47,44259,5670,564,14,4,13,0.59,40857,117628,1,1,1
26,111006,28675,504,14,0,5,0.69,29183,232929,5,3,1
51,108553,22889,378,10,1,11,0.71,89321,217599,2,1,1
61,35352,49535,454,21,8,13,0.82,19940,120648,1,3,0
52,149350,18006,546,21,6,10,0.43,6280,329081,3,1,1
39,53365,31531,830,23,5,13,0.86,3164,218744,3,3,1
61,39446,26639,837,0,8,4,0.79,93724,292634,3,1,1
41,22336,21633,453,17,6,14,0.34,80624,51112,3,1,1
34,82032,39660,453,11,4,7,0.23,19405,478761,3,3,1
27,95415,8439,391,11,8,2,0.45,3821,360499,4,2,1
47,117852,37172,732,24,5,11,0.42,56090,125561,2,2,1
63,118876,40622,637,10,5,12,0.56,23516,215154,1,2,1
40,27521,16577,779,27,3,12,0.57,11473,168181,3,2,1
49,91707,16763,430,7,0,6,0.7,47454,110482,4,2,1
34,43481,25176,749,27,4,1,0.51,43530,129098,5,1,1
34,38474,49386,572,6,8,2,0.18,78714,454520,4,2,0
31,66760,29255,887,22,7,14,0.79,93554,435122,4,1,1
26,75718,46003,476,20,7,12,0.35,83633,106625,2,3,1
57,64629,24996,348,1,4,11,0.88,80632,488101,3,2,1
19,65232,40386,866,10,8,14,0.19,70081,436503,4,2,1
62,106544,26062,654,21,2,1,0.87,25798,383390,4,2,1
42,87169,40931,607,9,2,4,0.17,1863,324732,3,2,1
56,147941,40710,345,2,0,6,0.28,17148,428054,2,1,1
26,70669,39693,601,19,8,10,0.14,87545,178658,4,1,1
39,98021,40740,707,28,5,9,0.66,55459,70967,1,1,1
60,129153,16705,488,9,1,10,0.78,84345,442297,0,3,1
63,89184,48408,428,27,7,10,0.45,85224,336400,5,1,1
21,67945,33047,860,26,8,10,0.84,67189,239420,0,2,1
43,33140,15966,836,17,8,14,0.57,9129,468268,0,3,1
46,146468,22374,565,13,1,9,0.6,92954,440265,2,3,1
62,103457,16138,417,17,1,14,0.78,24118,262044,4,2,1
51,34357,20935,763,27,6,14,0.34,1443,268423,0,2,1
40,131672,5489,443,23,3,14,0.38,28041,239551,0,2,1
54,88673,49516,741,7,0,12,0.82,90379,392876,5,2,1
28,141673,27260,499,9,7,13,0.82,22053,264697,3,1,1
23,85633,31069,456,21,1,0,0.88,97384,180145,4,3,1
35,96943,24275,786,12,2,12,0.82,38204,445722,4,2,1
38,116111,41284,433,20,4,9,0.2,43240,148120,5,1,1
59,98258,44178,447,7,2,8,0.76,94749,201781,3,2,1
53,32924,37821,635,3,6,0,0.43,62102,239607,4,1,1
58,89286,21999,370,26,6,0,0.89,9291,356984,1,2,1
55,113269,43712,532,3,1,13,0.48,17285,295512,5,2,1
51,147563,45172,633,4,6,14,0.54,93422,424791,2,2,1
34,94071,38722,389,0,5,11,0.52,62589,241659,3,1,1
54,77326,15625,633,16,9,9,0.36,14944,109321,5,2,1
42,110023,6629,498,1,8,7,0.16,89876,284855,0,1,1
55,140101,15973,460,29,8,5,0.82,96561,93202,4,1,1
29,50651,11859,837,7,1,5,0.74,55391,237660,1,3,1
40,90202,46609,420,6,6,11,0.21,2607,184162,1,1,1
59,68777,48307,600,14,4,8,0.72,3953,371375,2,1,1
39,36994,41046,874,25,5,14,0.6,45941,333696,5,1,0
38,87263,26839,735,24,0,3,0.43,72469,275743,1,1,1
44,79634,32216,367,4,6,7,0.3,77922,261299,5,1,1
48,120158,23945,758,1,5,3,0.79,62683,476957,4,3,1
23,30800,11539,813,6,3,13,0.66,71218,333805,4,2,1
44,57823,38625,697,7,0,1,0.54,12154,222097,1,3,1
57,128575,9886,585,27,8,10,0.59,10047,449308,4,3,1
51,83878,12485,860,6,3,14,0.17,89529,478890,5,2,1
29,38708,36455,439,29,1,7,0.48,76874,181642,4,1,1
62,32819,21767,855,6,7,11,0.25,15323,455300,0,2,1
24,94905,33453,889,27,1,6,0.27,38693,377987,5,1,1
27,83870,15744,581,13,4,3,0.63,59730,381422,3,2,1
62,29283,42102,877,20,5,8,0.83,90170,288350,4,3,1
34,50573,17226,756,17,7,14,0.42,27292,144328,4,1,1
43,98707,32869,386,5,0,8,0.27,46111,443981,5,3,1
38,50933,27588,378,3,0,7,0.62,76453,176355,2,1,1
45,25774,18440,504,9,3,13,0.8,76681,288340,3,2,1
63,92055,36709,636,17,4,0,0.7,96253,336342,3,2,1
19,30983,27495,553,11,8,6,0.8,40491,111201,3,2,1
60,116468,42019,603,15,6,4,0.53,50336,385415,1,2,1
18,116334,49948,679,24,6,6,0.7,17905,262810,0,2,1
53,38133,5922,429,6,7,11,0.21,31273,490415,0,3,1
43,145555,32526,895,5,4,8,0.38,27234,454593,2,3,1
46,34939,12957,575,27,4,1,0.41,79885,423722,3,1,1
38,20781,38998,857,4,0,12,0.51,67538,260905,3,3,0
28,134586,48395,482,2,8,13,0.84,33573,451252,4,1,1
57,76700,29031,567,11,5,10,0.8,94339,352508,5,1,1
28,47624,15006,621,14,8,3,0.21,65320,427371,1,3,1
53,26823,42701,811,9,2,3,0.24,12330,150353,1,3,0
56,38489,30939,377,25,4,1,0.39,93040,299043,2,1,1
57,138555,25324,638,19,1,2,0.33,81516,218515,0,3,1
52,59961,27867,855,18,9,10,0.59,73553,444879,3,3,1
51,139664,5203,808,15,4,13,0.82,42353,220316,5,3,1
64,49118,21544,537,27,7,13,0.87,17011,389708,2,2,1
41,120417,20899,433,10,1,12,0.62,84537,196149,1,2,1
39,101816,34063,491,7,7,7,0.77,61985,238921,1,1,1
22,42263,30344,655,2,3,11,0.52,18044,155447,1,3,1
50,33565,8748,577,22,9,8,0.27,39292,331775,3,1,1
53,40354,44486,317,6,9,5,0.52,6250,233724,3,3,0
64,62951,6093,823,22,0,9,0.54,24289,345644,3,2,1
37,111179,20228,479,28,4,1,0.69,34087,463113,4,3,1
36,43648,25884,422,6,0,1,0.28,76952,371059,0,3,1
52,70729,30183,545,13,6,6,0.39,91695,480593,1,3,1
60,61971,21034,672,1,7,7,0.39,37368,414904,1,2,1
34,38658,10710,350,9,2,7,0.87,71815,339041,4,2,1
62,41253,47500,370,18,2,13,0.46,91693,228352,1,2,1
60,84166,24259,779,25,6,5,0.7,62040,151639,1,1,1
51,68563,40959,859,8,3,9,0.7,59900,425993,3,3,1
26,46390,38457,318,15,2,7,0.31,16494,161118,3,2,1
43,108664,25143,383,18,7,13,0.56,46166,369464,0,1,1
19,71578,7103,454,17,2,14,0.82,92110,253664,1,2,1
26,99025,5365,864,8,6,0,0.48,26333,380433,2,3,1
26,123850,49535,656,15,1,8,0.86,34050,81941,1,1,1
57,52658,21103,742,12,0,12,0.27,98799,280748,1,2,1
34,26852,37510,368,9,5,11,0.16,99075,195306,0,2,1
18,147282,29476,822,24,7,0,0.81,80566,125172,2,1,1
42,114986,17742,442,19,0,12,0.78,89257,53376,1,1,1
60,22551,17391,491,13,9,2,0.89,49070,342927,5,1,1
57,91947,41940,686,11,8,11,0.64,6166,484465,5,1,1
59,81001,33901,677,24,2,8,0.85,8121,355169,2,1,1
42,69159,37001,880,18,2,14,0.76,15677,66447,5,2,1
56,142775,20623,834,6,3,10,0.78,57561,266937,3,1,1
52,71707,7378,592,22,0,4,0.56,97777,66713,3,1,1
20,53243,26372,308,14,8,8,0.41,82909,441013,2,3,1
54,41800,49799,570,15,2,8,0.85,88409,317002,1,2,1
61,95939,43437,686,26,9,5,0.45,38664,232187,2,3,1
61,77828,40503,392,7,3,10,0.53,2293,109834,5,2,1
47,27239,35746,828,9,0,0,0.46,23443,132060,2,2,0
55,26710,32923,453,3,3,9,0.55,50212,292995,5,2,1
51,41384,14867,704,18,0,6,0.48,85131,447755,3,1,1
29,41038,46258,448,18,4,13,0.14,76276,462073,2,3,1
36,60846,38724,566,27,4,5,0.81,13559,416042,4,2,1
54,107983,14306,721,20,6,8,0.46,66231,414351,5,2,1
61,87821,44391,771,26,7,6,0.57,40044,448580,4,2,1
34,57991,19908,846,14,3,13,0.21,22747,247057,3,3,1
27,99057,32081,825,13,6,11,0.1,74509,136366,1,2,1
64,133193,42228,802,0,3,10,0.3,81869,202150,5,3,1
29,26971,28386,313,15,2,11,0.66,31129,480790,1,3,0
33,49139,33302,663,9,5,12,0.18,1037,313013,3,1,1
41,105445,24212,418,18,3,3,0.83,98847,374768,1,2,1
36,97067,40618,537,29,2,6,0.27,49503,221147,5,2,1
25,100257,15698,845,21,8,1,0.26,29207,143676,0,3,1
48,104742,9594,468,2,4,5,0.25,34241,53659,5,3,1
38,57711,30525,821,4,6,14,0.11,1058,479586,5,1,1
34,26530,19282,815,8,5,5,0.72,69172,419032,4,2,1
40,31116,19334,696,17,9,1,0.8,97171,108185,0,3,1
54,85794,34179,405,10,4,13,0.59,15834,167136,0,2,1
33,20282,11644,384,15,6,3,0.25,82113,224823,0,2,1
23,99473,40618,513,1,5,7,0.33,28190,374902,5,2,1
25,21898,37933,420,11,9,7,0.48,73832,265945,3,3,0
42,24135,48469,431,21,1,12,0.86,22383,186203,0,2,0
35,26629,38687,496,5,2,7,0.3,25660,182430,2,3,0
42,129472,46073,318,10,1,7,0.69,3674,141150,1,1,1
29,145147,22375,311,26,2,0,0.45,23820,263379,3,1,1
32,105120,35926,380,7,0,1,0.34,86040,459462,2,3,1
43,139798,41607,629,11,7,11,0.46,26666,329360,5,2,1
58,109087,22642,691,28,5,14,0.16,44794,353353,5,1,1
62,85031,28993,606,26,1,3,0.74,3076,355131,2,1,1
43,53380,49386,566,29,7,11,0.29,65854,158024,4,3,1
64,149951,26188,746,1,5,8,0.68,53342,463793,4,3,1
49,132507,37596,740,8,6,2,0.15,38555,92320,2,3,1
27,37071,32772,301,14,0,13,0.86,56208,323445,4,3,1
33,40074,35857,819,1,6,5,0.25,33406,256123,1,3,1
24,110724,15776,608,28,2,6,0.81,62572,273410,1,3,1
34,87843,37835,821,0,7,7,0.75,41262,176560,5,3,1
40,59901,14788,768,9,5,12,0.87,92320,313035,4,2,1
43,31205,10660,511,1,3,6,0.48,87661,465188,0,2,1
38,75661,9478,411,11,7,2,0.68,24216,362601,2,2,1
39,144661,13210,307,22,8,5,0.4,69117,163389,1,2,1
24,25906,15922,776,7,9,4,0.25,82136,497651,4,1,1
31,22591,41289,759,4,1,14,0.45,31284,333076,4,2,0
32,145576,38340,552,21,5,12,0.23,21171,316336,1,1,1
24,82987,44850,825,27,4,11,0.89,91627,328272,1,1,1
26,83370,43163,737,0,4,9,0.18,15333,72836,0,1,1
25,100685,23642,535,14,9,3,0.57,31535,336981,4,3,1
40,130454,16094,605,5,2,0,0.6,90023,167028,4,1,1
46,125487,27423,777,11,7,13,0.53,76940,428625,3,1,1
35,74400,38418,319,7,7,12,0.63,34700,437320,5,1,1
48,45150,10741,515,12,4,6,0.19,84583,175172,0,3,1
47,51852,11838,434,18,7,7,0.54,42516,334922,1,2,1
56,62870,8262,428,26,9,1,0.33,16577,93130,1,2,1
52,139796,9996,709,0,7,6,0.85,90834,328852,2,1,1
35,72756,49594,721,10,2,5,0.71,16015,419625,5,1,1
59,135357,27164,593,19,1,4,0.88,92104,205304,1,2,1
56,139052,40595,545,0,8,12,0.13,92740,238338,4,2,1
34,76481,35257,855,29,1,3,0.33,98284,482628,1,2,1
31,21283,19211,385,7,8,1,0.26,92803,54782,4,2,1
48,53691,35453,855,4,3,9,0.11,22236,207387,4,1,1
41,21125,10232,674,16,1,5,0.29,99151,322196,0,1,1
52,87065,7217,745,29,9,4,0.64,67640,331665,1,1,1
61,148734,29229,677,7,0,1,0.28,84190,250506,0,2,1
62,46170,19232,689,24,3,9,0.51,46704,263827,5,3,1
51,28438,30613,350,9,8,6,0.81,43369,381834,4,2,1
20,40095,19026,541,1,8,5,0.66,4646,85546,5,2,1
54,36154,33554,593,8,3,11,0.42,88007,260417,1,3,1
60,28004,35908,862,23,8,14,0.4,26906,207044,5,3,0
57,29752,24610,565,22,5,14,0.46,87643,154713,5,2,1
43,75426,44605,419,2,0,10,0.24,48728,305628,1,3,1
40,128896,12031,547,17,9,8,0.61,15878,152617,0,3,1
61,46819,30515,369,6,5,10,0.39,10145,72030,0,3,1
56,122168,41484,356,14,8,9,0.78,89578,483592,4,2,1
32,112051,41182,681,20,1,4,0.71,19226,266713,4,2,1
21,147905,5570,338,21,5,8,0.59,3802,139831,1,3,1
46,44217,37254,742,19,1,8,0.39,25119,127400,1,1,1
39,145949,24288,317,17,3,12,0.27,64560,330199,3,3,1
42,108708,18288,651,24,7,0,0.72,58353,268580,3,3,1
30,52994,34877,597,2,6,4,0.49,93721,468709,2,2,1
35,35036,23889,582,27,8,8,0.28,63126,124861,4,1,1
50,97275,5917,885,29,6,6,0.26,72641,433328,5,3,1
33,117756,15066,409,22,0,5,0.23,52712,428668,2,1,1
62,69416,34504,479,13,1,5,0.72,53189,428970,2,2,1
59,29587,11982,843,23,5,10,0.28,58784,348919,0,1,1
61,130053,44104,324,1,6,6,0.52,69285,494273,5,2,1
19,115665,23062,356,13,2,0,0.46,43949,398053,0,3,1
52,20645,21999,479,21,8,3,0.56,35129,348397,3,2,1
59,50930,14941,531,10,6,12,0.8,25512,267789,2,1,1
51,101835,28470,642,15,5,14,0.79,80031,306072,3,1,1
47,142232,26133,776,7,5,0,0.46,64554,101884,5,1,1
30,50090,49435,875,6,0,5,0.11,3064,126497,5,3,0
30,107489,9529,754,10,4,13,0.44,96614,329849,4,1,1
35,72142,22519,531,2,9,12,0.58,52567,225748,1,1,1
49,131979,17192,588,16,2,3,0.55,31011,282730,0,1,1
49,46475,13566,512,13,6,0,0.62,72152,403784,4,2,1
52,38888,12226,557,5,9,8,0.22,74511,260117,4,1,1
56,63732,42930,829,7,2,11,0.62,11960,57101,0,2,1
63,101623,26259,528,21,4,3,0.25,94528,374639,0,1,1
46,66305,39087,525,4,6,11,0.7,59920,447959,5,2,1
46,66037,6141,895,26,2,5,0.37,22387,58951,5,2,1
61,29346,9627,734,27,9,12,0.67,16324,188086,2,3,1
33,20587,7690,701,7,1,6,0.14,64960,86180,3,3,1
61,32763,45091,387,1,5,7,0.43,72779,369121,5,2,0
64,79165,8255,883,14,7,11,0.66,33628,297117,4,2,1
27,127481,10213,841,11,3,12,0.28,76096,240606,2,3,1
47,89615,41876,608,16,8,10,0.74,48452,113209,2,2,1
42,56116,24404,642,0,7,8,0.6,42098,299241,4,3,1
56,140987,30380,735,14,6,8,0.57,71459,222980,5,3,1
37,105751,30520,476,13,6,7,0.38,40235,420719,4,1,1
22,111353,24173,438,19,2,9,0.49,87861,363062,1,1,1
18,110301,28989,493,21,5,10,0.58,28949,451435,5,3,1
47,115648,47570,485,15,4,14,0.48,23821,188235,3,3,1
20,45556,29519,517,28,0,11,0.66,72612,183542,4,2,1
62,79042,27439,463,8,2,11,0.45,23032,459759,5,3,1
31,38099,16413,460,0,0,14,0.26,74537,200348,0,3,1
47,129089,19995,824,27,3,13,0.27,16303,170014,1,1,1
21,65096,28559,341,16,9,2,0.1,82993,217953,3,3,1
35,91986,28513,509,28,2,11,0.34,13303,391094,5,2,1
54,33230,10021,574,12,3,1,0.7,51701,57749,0,3,1
42,49009,37464,578,20,8,4,0.74,51511,336326,5,1,1
18,90969,26119,550,25,2,0,0.26,81664,389594,0,1,1
63,53866,34299,609,20,5,2,0.87,19280,130543,3,1,1
32,125400,44350,439,4,5,0,0.5,40427,146487,1,1,1
26,104246,30517,845,9,6,12,0.83,98180,422371,0,3,1
32,96975,18117,829,5,8,2,0.67,7967,279216,2,2,1
41,61855,27250,356,23,6,12,0.68,7661,464599,3,2,1
21,101557,23950,411,18,0,3,0.17,78952,390722,3,2,1
29,26416,22359,304,24,7,6,0.28,67046,166258,4,3,1
54,92516,28596,709,12,4,11,0.11,36200,206484,1,3,1
54,75915,30530,713,0,8,14,0.67,68442,63181,2,3,1
60,38058,6262,481,19,9,11,0.38,62671,94898,2,2,1
23,96637,45150,312,24,4,4,0.73,92070,315549,4,3,1
56,60718,27615,638,14,4,4,0.37,59168,323006,0,3,1
63,52602,8327,558,13,1,12,0.76,49322,235751,0,1,1
41,94658,34768,389,7,2,0,0.2,82984,340832,2,1,1
28,98112,33850,549,9,9,7,0.24,38696,98017,1,2,1
30,78067,47788,554,8,8,12,0.37,71246,325083,0,1,1
51,47516,21848,887,16,6,3,0.43,39892,293343,3,1,1
42,149295,44542,407,8,0,9,0.38,16583,416296,5,1,1
24,107969,20160,893,2,2,4,0.71,83720,351729,4,3,1
21,21089,38998,888,10,1,1,0.18,56215,428459,1,1,0
25,57346,32230,784,11,0,14,0.38,25853,154447,0,1,1
37,94663,14076,557,9,8,11,0.77,7109,293885,5,1,1
46,30487,8805,581,24,7,12,0.15,60757,289434,2,3,1
62,20155,36085,387,16,4,0,0.85,7659,204014,4,2,0
63,143950,19715,503,16,1,8,0.89,2238,291147,0,3,1
27,87494,10750,315,24,0,14,0.17,16064,448488,2,3,1
60,96229,18232,450,10,6,1,0.33,32115,487350,0,1,1
51,124648,40903,553,29,1,5,0.4,32952,205337,4,2,1
43,58547,11953,487,21,0,0,0.72,6620,304743,3,1,1
58,48795,37093,628,3,1,0,0.58,45258,229264,3,1,1
20,75296,30500,843,6,6,8,0.62,5470,209740,5,2,1
23,41447,27418,696,20,6,3,0.71,23003,131560,2,2,1
22,56598,39314,816,25,9,8,0.19,28571,409579,3,3,1
22,61814,27449,758,13,5,10,0.77,25668,119283,4,2,1
64,110751,22478,629,6,4,4,0.66,78259,59297,2,3,1
40,145118,40179,468,23,2,6,0.56,97576,114005,0,3,1
26,95330,30338,665,7,2,0,0.81,33046,440977,1,1,1
52,141347,31899,477,0,8,5,0.66,71977,239506,0,1,1
37,118745,9145,661,23,3,7,0.26,78255,444823,4,1,1
59,107960,37101,339,21,8,13,0.44,6397,180654,5,2,1
52,83278,7775,715,3,3,0,0.5,84481,240255,2,2,1
35,75077,36647,654,28,1,8,0.14,23233,136994,0,3,1
34,132782,24539,554,29,3,2,0.86,84336,106305,2,3,1
41,142046,41738,442,11,5,0,0.2,61308,209045,3,3,1
20,122932,31616,876,23,5,0,0.66,70726,466333,1,2,1
49,91906,19119,310,2,4,12,0.5,64219,263058,4,3,1
52,29528,30159,325,12,0,13,0.12,2130,262143,0,3,0
55,113812,42099,720,19,2,10,0.84,15071,434832,1,2,1
30,70100,15295,520,5,4,5,0.78,86517,275963,4,1,1
64,129869,39710,795,10,5,10,0.52,3118,319789,4,2,1
42,28179,29685,536,22,0,5,0.28,1663,354382,5,3,0
26,68781,30479,536,3,8,0,0.2,63408,119694,3,1,1
21,75267,38629,518,19,2,13,0.39,52786,222845,5,2,1
31,102379,47043,786,15,9,13,0.3,82271,328930,5,1,1
54,43952,22033,760,6,2,2,0.51,20158,90693,2,1,1
51,73798,41902,443,21,1,6,0.87,32087,408591,2,3,1
28,118696,49571,488,28,7,9,0.56,89114,469794,1,2,1
58,130434,20408,554,10,2,2,0.81,54121,489624,3,3,1
20,70939,22420,367,23,5,2,0.62,20874,119702,4,2,1
45,49516,21351,635,0,1,2,0.48,84443,396989,3,2,1
46,76526,9131,708,25,6,11,0.78,41821,327220,3,2,1
26,30449,49825,599,28,3,6,0.48,61582,331521,1,1,0
20,70290,16349,656,26,8,3,0.79,23787,190350,2,1,1
42,146688,49254,555,6,9,3,0.33,65703,439512,3,3,1
51,106661,43225,652,11,8,2,0.2,22705,83539,3,2,1
29,92954,43847,820,6,6,9,0.78,70381,176552,3,2,1
59,42746,17453,823,26,7,10,0.57,45653,192512,0,1,1
26,87990,23814,583,22,2,8,0.81,83018,338389,3,2,1
32,78810,23263,611,6,4,1,0.85,92626,465313,3,3,1
57,138362,17158,398,9,1,3,0.14,87217,254775,4,2,1
42,103297,20735,496,29,9,7,0.5,33252,379236,5,2,1
22,35223,20830,781,15,6,5,0.4,74332,421598,0,1,1
28,92237,49673,525,25,7,13,0.6,73799,444367,3,2,1
51,22597,28926,664,7,8,6,0.73,63185,202770,5,3,1
41,85677,39779,667,8,6,12,0.32,79313,198673,3,3,1
32,22659,8373,869,8,9,6,0.55,42538,207879,1,3,1
55,106516,15335,889,1,9,1,0.67,21343,226374,1,3,1
25,94567,28741,374,12,7,3,0.21,81398,266936,5,1,1
22,35037,15692,341,12,8,9,0.75,42232,189111,0,2,1
43,146498,39057,721,22,5,9,0.58,54106,359571,4,1,1
35,66738,6447,480,22,9,5,0.86,82227,383983,0,3,1
23,123965,24583,844,3,1,2,0.37,54079,239121,0,2,1
54,91678,27765,370,24,1,8,0.19,26028,462269,1,1,1
30,32109,28906,867,23,3,12,0.51,43135,278252,1,2,1
45,42010,24567,404,11,8,3,0.17,32066,428945,4,3,1
22,28787,19139,499,16,6,9,0.88,99717,422989,3,3,1
30,128400,43230,400,1,1,12,0.13,84470,398442,4,2,1
34,28472,24520,606,12,7,1,0.7,21910,139147,3,2,1
57,135111,24702,885,28,6,5,0.52,8141,105413,5,3,1
62,43383,30566,676,17,8,0,0.39,46950,115958,5,1,1
49,81709,12657,698,27,7,5,0.15,56723,81275,2,3,1
46,89785,42688,520,27,2,12,0.6,17225,76597,1,2,1
20,133253,35134,894,26,0,11,0.57,88123,389665,2,1,1
57,54518,15345,481,14,1,9,0.32,33959,144243,2,3,1
51,73909,46185,606,7,1,0,0.83,50192,304482,1,2,1
57,38351,32413,821,14,3,13,0.34,80711,118908,2,2,1
44,89624,10208,695,0,5,7,0.46,11051,367332,0,2,1
30,73330,38455,303,19,3,4,0.54,72428,346854,3,1,1
62,142477,33018,580,9,8,5,0.18,4449,430637,4,1,1
50,35282,13080,514,11,3,1,0.85,42095,272424,1,1,1
23,104866,26902,719,4,5,1,0.4,78929,230122,0,1,1
41,127945,14486,400,8,5,11,0.16,30190,361393,5,2,1
36,41778,43862,820,22,9,8,0.41,98069,84247,4,2,1
33,44264,26158,872,7,9,2,0.58,27141,338552,4,1,1
57,79675,45460,608,15,0,5,0.51,24908,126313,4,1,1
45,25075,48856,809,13,7,9,0.66,33322,251755,2,2,0
50,95948,40871,362,26,2,4,0.14,51710,299407,2,3,1
58,68454,40208,525,24,5,13,0.33,15012,317587,2,3,1
30,48365,25519,404,12,2,11,0.76,35889,442414,2,2,1
60,92766,36379,724,22,1,3,0.16,18412,181151,0,1,1
62,68200,33378,554,20,4,9,0.78,97150,408962,2,1,1
42,31002,44892,728,12,0,1,0.17,25657,481561,1,2,0
59,33947,19031,733,4,8,7,0.77,6656,193973,4,3,1
53,99222,19536,506,15,6,9,0.39,9967,248831,0,2,1
44,114840,5446,327,25,2,6,0.59,85958,223804,5,2,1
55,136219,41683,635,10,3,10,0.22,16764,260376,2,2,1
24,98610,22618,887,21,5,1,0.15,16873,300278,5,1,1
22,72142,11587,368,4,2,5,0.27,95485,198579,4,1,1
60,76307,36480,812,12,6,13,0.2,52030,310082,0,1,1
62,24493,37994,466,27,5,7,0.35,68807,393929,4,3,0
48,144023,25527,667,10,8,6,0.51,2607,176691,5,2,1
40,70085,28569,550,24,4,14,0.57,20523,307426,0,2,1
59,54228,16151,469,18,3,0,0.73,49447,347535,3,3,1
27,99676,10558,389,2,2,4,0.62,50757,84171,0,1,1
49,71875,49739,860,14,9,1,0.59,94526,494946,2,2,1
60,51655,37954,745,6,0,5,0.43,70201,427163,5,3,1
47,63472,48837,593,6,2,6,0.48,82844,319629,4,1,1
56,69437,40303,449,5,2,13,0.43,72388,439772,4,1,1
48,69416,39700,431,2,6,13,0.77,6462,422248,4,2,1
35,79711,32500,732,29,6,6,0.28,32795,427571,1,1,1
53,26816,7032,358,12,0,2,0.1,70806,276392,1,3,1
19,97175,6252,498,6,2,6,0.62,49465,292174,2,1,1
31,84307,10509,514,4,7,14,0.26,62109,140153,3,2,1
30,132728,42842,860,22,8,4,0.81,91027,87748,1,3,1
46,66733,18900,771,17,6,7,0.79,51528,447094,0,1,1
29,148202,19523,546,21,6,14,0.16,37230,183021,5,1,1
56,115028,6881,681,29,7,11,0.19,49242,266452,2,1,1
19,136450,38037,538,7,5,7,0.5,66883,297888,3,3,1
49,31240,6630,666,16,2,6,0.59,99366,464097,0,1,1
30,118234,25789,467,19,0,5,0.32,2783,232378,4,2,1
63,112493,27523,859,26,6,1,0.67,29390,137150,1,3,1
44,145149,22958,350,0,0,5,0.58,9417,139364,0,3,1
58,118344,48852,679,13,0,12,0.36,73102,165925,3,1,1
34,91363,6695,773,16,8,11,0.12,18426,59958,2,3,1
57,52762,19821,379,9,9,14,0.7,31750,189769,0,2,1
48,28259,8262,666,11,6,10,0.27,59188,137160,2,3,1
51,70139,6445,760,15,3,8,0.77,11872,327637,4,2,1
41,148775,21436,838,13,5,14,0.44,95231,223873,3,1,1
62,34849,14949,751,29,0,1,0.56,49086,333343,3,3,1
52,101768,28963,763,26,6,0,0.8,67770,312081,1,2,1
23,126108,34932,777,15,5,10,0.79,95368,288962,5,1,1
36,109709,11901,719,7,3,12,0.4,84514,477704,3,2,1
47,74869,38487,513,22,6,4,0.27,89177,342637,0,3,1
24,146888,13597,668,27,2,10,0.72,93663,161545,0,3,1
27,83095,11855,413,9,0,5,0.45,35720,361146,0,2,1
58,137886,23678,802,28,3,2,0.25,19079,73731,4,1,1
49,90910,13263,887,16,2,7,0.82,18338,188148,3,1,1
51,106710,30805,610,26,0,6,0.26,4291,313215,3,1,1
45,43567,31143,768,29,1,1,0.12,75084,412070,0,1,1
32,55292,16874,343,28,4,11,0.12,50393,177872,1,2,1
47,94813,32529,714,17,7,6,0.6,94558,91410,1,3,1
54,117136,25866,545,19,0,14,0.63,70770,280273,3,2,1
46,71631,19079,383,15,3,14,0.35,27720,497543,3,3,1
39,29885,12243,506,16,3,0,0.36,14368,407092,2,3,1
21,79659,34872,450,15,4,8,0.37,55313,242144,3,2,1
37,74306,14018,827,18,6,12,0.64,48969,278443,0,2,1
49,86314,17100,464,23,7,6,0.15,49838,91041,5,1,1
53,85087,24800,444,23,5,5,0.84,9734,435760,4,3,1
21,49165,31910,336,7,0,12,0.28,13197,103326,3,1,1
44,78929,34437,632,5,6,1,0.9,69895,481765,3,1,1
34,87028,42588,702,5,2,2,0.24,57831,365240,0,2,1
29,115998,16001,713,20,5,0,0.72,59073,236650,2,1,1
39,69812,24942,344,28,7,14,0.28,73925,489606,5,1,1
34,70500,25862,701,8,6,9,0.16,81488,489268,3,1,1
27,99151,16669,505,3,9,12,0.8,95611,355311,1,2,1
18,78643,20916,361,25,5,4,0.79,85475,497803,1,1,1
39,64900,15878,719,11,8,8,0.42,51302,373436,1,1,1
43,62946,7985,767,27,8,12,0.66,16624,387563,4,2,1
35,27851,37369,318,11,0,5,0.55,68271,223211,4,2,1
31,36288,13112,664,22,0,4,0.78,25315,399897,5,2,1
64,92692,46235,599,16,0,11,0.35,18422,191779,3,3,1
46,87580,23931,306,14,7,2,0.52,40137,287464,3,2,1
29,27368,32340,727,8,9,4,0.49,73663,456356,3,3,1
53,105436,5336,416,6,6,7,0.38,49232,61093,4,2,1
52,116136,47933,879,9,2,11,0.81,79142,416233,5,2,1
29,66403,24363,806,15,1,1,0.23,33743,122043,3,2,1
24,111170,8968,845,11,3,4,0.22,16636,436678,0,3,1
46,29168,38678,624,24,2,5,0.56,91884,449046,2,1,1
28,106497,21279,354,6,6,9,0.63,11108,211680,1,2,1
50,69879,8129,341,17,9,7,0.26,74634,415009,1,3,1
23,79871,43215,596,14,7,7,0.41,37180,436822,0,2,1
